,CustomerID,StoreID,ProductID,Category_x,Quantity,UnitPrice_x,TotalPrice,Name,Age,Gender,City,LoyaltyScore,Category_y,UnitPrice_y,StoreLocation
60,CUST0568,STORE04,PROD0049,Electronics,3,387.63,1162.89,Customer_568,50,Other,Delhi,3.69,Electronics,387.63,Pune
61,CUST0568,STORE04,PROD0146,Household,3,224.71,674.13,Customer_568,50,Other,Delhi,3.69,Household,224.71,Pune
62,CUST0568,STORE04,PROD0036,Household,2,275.61,551.22,Customer_568,50,Other,Delhi,3.69,Household,275.61,Pune
63,CUST0967,STORE03,PROD0154,Household,2,116.4,232.8,Customer_967,65,Female,Pune,2.05,Household,116.4,Bangalore
64,CUST0967,STORE03,PROD0066,Electronics,2,68.06,136.12,Customer_967,65,Female,Pune,2.05,Electronics,68.06,Bangalore
65,CUST0967,STORE03,PROD0122,Electronics,3,176.75,530.25,Customer_967,65,Female,Pune,2.05,Electronics,176.75,Bangalore
66,CUST0967,STORE03,PROD0031,Household,2,341.09,682.18,Customer_967,65,Female,Pune,2.05,Household,341.09,Bangalore
67,CUST0243,STORE08,PROD0092,Clothing,1,225.96,225.96,Customer_243,21,Male,Pune,8.21,Clothing,225.96,Pune
68,CUST0243,STORE08,PROD0185,Clothing,2,51.69,103.38,Customer_243,21,Male,Pune,8.21,Clothing,51.69,Pune
69,CUST0243,STORE08,PROD0179,Toys,1,217.35,217.35,Customer_243,21,Male,Pune,8.21,Toys,217.35,Pune
70,CUST0243,STORE08,PROD0159,Household,1,329.08,329.08,Customer_243,21,Male,Pune,8.21,Household,329.08,Pune
71,CUST0243,STORE08,PROD0194,Pharmacy,2,338.76,677.52,Customer_243,21,Male,Pune,8.21,Pharmacy,338.76,Pune
72,CUST0720,STORE09,PROD0065,Pharmacy,2,105.7,211.4,Customer_720,45,Other,Delhi,9.6,Pharmacy,105.7,Bangalore
73,CUST0720,STORE09,PROD0099,Toys,2,27.43,54.86,Customer_720,45,Other,Delhi,9.6,Toys,27.43,Bangalore
74,CUST0625,STORE03,PROD0056,Grocery,3,443.38,1330.14,Customer_625,52,Other,Mumbai,0.18,Grocery,443.38,Bangalore
75,CUST0625,STORE03,PROD0035,Household,2,167.14,334.28,Customer_625,52,Other,Mumbai,0.18,Household,167.14,Bangalore
76,CUST0625,STORE03,PROD0125,Household,1,132.82,132.82,Customer_625,52,Other,Mumbai,0.18,Household,132.82,Bangalore
77,CUST0886,STORE05,PROD0194,Pharmacy,2,338.76,677.52,Customer_886,35,Female,Hyderabad,4.96,Pharmacy,338.76,Bangalore
78,CUST0886,STORE05,PROD0089,Grocery,1,119.62,119.62,Customer_886,35,Female,Hyderabad,4.96,Grocery,119.62,Bangalore
79,CUST0907,STORE08,PROD0034,Grocery,3,105.82,317.46,Customer_907,34,Male,Pune,1.79,Grocery,105.82,Pune
80,CUST0907,STORE08,PROD0085,Clothing,2,490.95,981.9,Customer_907,34,Male,Pune,1.79,Clothing,490.95,Pune
81,CUST0907,STORE08,PROD0158,Household,2,142.84,285.68,Customer_907,34,Male,Pune,1.79,Household,142.84,Pune
82,CUST0907,STORE08,PROD0094,Grocery,3,365.97,1097.91,Customer_907,34,Male,Pune,1.79,Grocery,365.97,Pune
83,CUST0359,STORE03,PROD0152,Clothing,3,320.2,960.6,Customer_359,44,Male,Delhi,7.62,Clothing,320.2,Bangalore
84,CUST0359,STORE03,PROD0130,Household,3,273.11,819.33,Customer_359,44,Male,Delhi,7.62,Household,273.11,Bangalore
85,CUST0359,STORE03,PROD0106,Electronics,3,317.83,953.49,Customer_359,44,Male,Delhi,7.62,Electronics,317.83,Bangalore
86,CUST0359,STORE03,PROD0030,Clothing,1,436.38,436.38,Customer_359,44,Male,Delhi,7.62,Clothing,436.38,Bangalore
87,CUST0359,STORE03,PROD0136,Electronics,3,296.31,888.93,Customer_359,44,Male,Delhi,7.62,Electronics,296.31,Bangalore
88,CUST0706,STORE01,PROD0045,Clothing,3,258.58,775.74,Customer_706,23,Other,Mumbai,9.95,Clothing,258.58,Hyderabad
89,CUST0333,STORE01,PROD0133,Clothing,1,210.41,210.41,Customer_333,53,Other,Bangalore,3.84,Clothing,210.41,Hyderabad
90,CUST0333,STORE01,PROD0031,Household,2,341.09,682.18,Customer_333,53,Other,Bangalore,3.84,Household,341.09,Hyderabad
91,CUST0333,STORE01,PROD0102,Clothing,1,192.72,192.72,Customer_333,53,Other,Bangalore,3.84,Clothing,192.72,Hyderabad
92,CUST0972,STORE09,PROD0175,Electronics,3,413.04,1239.12,Customer_972,25,Female,Delhi,9.69,Electronics,413.04,Bangalore
93,CUST0995,STORE03,PROD0027,Clothing,2,493.19,986.38,Customer_995,60,Male,Delhi,1.55,Clothing,493.19,Bangalore
94,CUST0995,STORE03,PROD0151,Household,2,268.96,537.92,Customer_995,60,Male,Delhi,1.55,Household,268.96,Bangalore
95,CUST0995,STORE03,PROD0076,Clothing,3,12.68,38.04,Customer_995,60,Male,Delhi,1.55,Clothing,12.68,Bangalore
96,CUST0995,STORE03,PROD0046,Grocery,1,61.57,61.57,Customer_995,60,Male,Delhi,1.55,Grocery,61.57,Bangalore
97,CUST0995,STORE03,PROD0138,Grocery,3,301.89,905.67,Customer_995,60,Male,Delhi,1.55,Grocery,301.89,Bangalore
98,CUST0466,STORE04,PROD0106,Electronics,1,317.83,317.83,Customer_466,23,Female,Delhi,0.66,Electronics,317.83,Pune
99,CUST0466,STORE04,PROD0072,Electronics,1,244.75,244.75,Customer_466,23,Female,Delhi,0.66,Electronics,244.75,Pune
100,CUST0466,STORE04,PROD0160,Clothing,2,412.76,825.52,Customer_466,23,Female,Delhi,0.66,Clothing,412.76,Pune
101,CUST0466,STORE04,PROD0002,Electronics,2,195.48,390.96,Customer_466,23,Female,Delhi,0.66,Electronics,195.48,Pune
102,CUST0720,STORE07,PROD0146,Household,3,224.71,674.13,Customer_720,45,Other,Delhi,9.6,Household,224.71,Hyderabad
103,CUST0720,STORE07,PROD0003,Pharmacy,2,247.24,494.48,Customer_720,45,Other,Delhi,9.6,Pharmacy,247.24,Hyderabad
104,CUST0720,STORE07,PROD0153,Clothing,3,375.38,1126.14,Customer_720,45,Other,Delhi,9.6,Clothing,375.38,Hyderabad
105,CUST0720,STORE07,PROD0060,Electronics,2,367.0,734.0,Customer_720,45,Other,Delhi,9.6,Electronics,367.0,Hyderabad
106,CUST0720,STORE07,PROD0104,Electronics,2,421.95,843.9,Customer_720,45,Other,Delhi,9.6,Electronics,421.95,Hyderabad
107,CUST0118,STORE05,PROD0142,Toys,2,374.15,748.3,Customer_118,59,Female,Delhi,1.11,Toys,374.15,Bangalore
108,CUST0118,STORE05,PROD0111,Electronics,2,215.91,431.82,Customer_118,59,Female,Delhi,1.11,Electronics,215.91,Bangalore
109,CUST0118,STORE05,PROD0118,Electronics,3,107.58,322.74,Customer_118,59,Female,Delhi,1.11,Electronics,107.58,Bangalore
110,CUST0118,STORE05,PROD0169,Pharmacy,2,79.55,159.1,Customer_118,59,Female,Delhi,1.11,Pharmacy,79.55,Bangalore
111,CUST0688,STORE04,PROD0154,Household,3,116.4,349.2,Customer_688,19,Other,Pune,2.75,Household,116.4,Pune
112,CUST0688,STORE04,PROD0087,Electronics,1,259.12,259.12,Customer_688,19,Other,Pune,2.75,Electronics,259.12,Pune
113,CUST0891,STORE02,PROD0183,Clothing,3,221.03,663.09,Customer_891,51,Male,Mumbai,3.84,Clothing,221.03,Bangalore
114,CUST0891,STORE02,PROD0098,Pharmacy,1,187.89,187.89,Customer_891,51,Male,Mumbai,3.84,Pharmacy,187.89,Bangalore
115,CUST0891,STORE02,PROD0062,Toys,2,377.56,755.12,Customer_891,51,Male,Mumbai,3.84,Toys,377.56,Bangalore
116,CUST0891,STORE02,PROD0167,Grocery,1,387.96,387.96,Customer_891,51,Male,Mumbai,3.84,Grocery,387.96,Bangalore
117,CUST0905,STORE02,PROD0088,Grocery,3,494.66,1483.98,Customer_905,34,Male,Hyderabad,7.18,Grocery,494.66,Bangalore
118,CUST0905,STORE02,PROD0163,Toys,3,411.72,1235.16,Customer_905,34,Male,Hyderabad,7.18,Toys,411.72,Bangalore
119,CUST0905,STORE02,PROD0106,Electronics,2,317.83,635.66,Customer_905,34,Male,Hyderabad,7.18,Electronics,317.83,Bangalore
120,CUST0905,STORE02,PROD0121,Clothing,1,332.93,332.93,Customer_905,34,Male,Hyderabad,7.18,Clothing,332.93,Bangalore
121,CUST0888,STORE03,PROD0050,Household,2,475.96,951.92,Customer_888,32,Male,Hyderabad,1.63,Household,475.96,Bangalore
122,CUST0888,STORE03,PROD0145,Electronics,3,71.16,213.48,Customer_888,32,Male,Hyderabad,1.63,Electronics,71.16,Bangalore
123,CUST0888,STORE03,PROD0065,Pharmacy,1,105.7,105.7,Customer_888,32,Male,Hyderabad,1.63,Pharmacy,105.7,Bangalore
124,CUST0888,STORE03,PROD0199,Toys,1,162.46,162.46,Customer_888,32,Male,Hyderabad,1.63,Toys,162.46,Bangalore
125,CUST0052,STORE05,PROD0134,Pharmacy,1,357.82,357.82,Customer_52,26,Female,Pune,8.9,Pharmacy,357.82,Bangalore
126,CUST0052,STORE05,PROD0184,Toys,2,335.05,670.1,Customer_52,26,Female,Pune,8.9,Toys,335.05,Bangalore
127,CUST0052,STORE05,PROD0020,Pharmacy,2,158.95,317.9,Customer_52,26,Female,Pune,8.9,Pharmacy,158.95,Bangalore
128,CUST0052,STORE05,PROD0105,Toys,3,189.75,569.25,Customer_52,26,Female,Pune,8.9,Toys,189.75,Bangalore
129,CUST0052,STORE05,PROD0140,Pharmacy,2,434.98,869.96,Customer_52,26,Female,Pune,8.9,Pharmacy,434.98,Bangalore
130,CUST0936,STORE01,PROD0094,Grocery,3,365.97,1097.91,Customer_936,49,Other,Mumbai,7.84,Grocery,365.97,Hyderabad
131,CUST0936,STORE01,PROD0018,Grocery,3,63.62,190.86,Customer_936,49,Other,Mumbai,7.84,Grocery,63.62,Hyderabad
132,CUST0539,STORE08,PROD0012,Grocery,2,210.03,420.06,Customer_539,48,Male,Pune,4.34,Grocery,210.03,Pune
133,CUST0539,STORE08,PROD0018,Grocery,2,63.62,127.24,Customer_539,48,Male,Pune,4.34,Grocery,63.62,Pune
134,CUST0539,STORE08,PROD0105,Toys,1,189.75,189.75,Customer_539,48,Male,Pune,4.34,Toys,189.75,Pune
135,CUST0995,STORE06,PROD0105,Toys,2,189.75,379.5,Customer_995,60,Male,Delhi,1.55,Toys,189.75,Bangalore
136,CUST0995,STORE06,PROD0076,Clothing,3,12.68,38.04,Customer_995,60,Male,Delhi,1.55,Clothing,12.68,Bangalore
137,CUST0292,STORE07,PROD0068,Clothing,2,268.13,536.26,Customer_292,69,Female,Mumbai,2.75,Clothing,268.13,Hyderabad
138,CUST0292,STORE07,PROD0042,Clothing,3,466.9,1400.7,Customer_292,69,Female,Mumbai,2.75,Clothing,466.9,Hyderabad
139,CUST0292,STORE07,PROD0089,Grocery,1,119.62,119.62,Customer_292,69,Female,Mumbai,2.75,Grocery,119.62,Hyderabad
140,CUST0292,STORE07,PROD0029,Electronics,1,378.16,378.16,Customer_292,69,Female,Mumbai,2.75,Electronics,378.16,Hyderabad
141,CUST0801,STORE09,PROD0024,Grocery,1,171.16,171.16,Customer_801,47,Male,Hyderabad,0.69,Grocery,171.16,Bangalore
142,CUST0801,STORE09,PROD0010,Household,3,272.98,818.94,Customer_801,47,Male,Hyderabad,0.69,Household,272.98,Bangalore
143,CUST0957,STORE03,PROD0001,Household,1,362.35,362.35,Customer_957,43,Female,Delhi,1.79,Household,362.35,Bangalore
144,CUST0957,STORE03,PROD0016,Electronics,2,319.15,638.3,Customer_957,43,Female,Delhi,1.79,Electronics,319.15,Bangalore
145,CUST0976,STORE03,PROD0149,Clothing,2,218.39,436.78,Customer_976,32,Male,Hyderabad,9.51,Clothing,218.39,Bangalore
146,CUST0447,STORE03,PROD0085,Clothing,1,490.95,490.95,Customer_447,39,Male,Hyderabad,6.77,Clothing,490.95,Bangalore
147,CUST0447,STORE03,PROD0119,Electronics,2,358.05,716.1,Customer_447,39,Male,Hyderabad,6.77,Electronics,358.05,Bangalore
148,CUST0447,STORE03,PROD0155,Toys,3,266.72,800.16,Customer_447,39,Male,Hyderabad,6.77,Toys,266.72,Bangalore
149,CUST0447,STORE03,PROD0006,Household,1,432.17,432.17,Customer_447,39,Male,Hyderabad,6.77,Household,432.17,Bangalore
150,CUST0447,STORE03,PROD0170,Toys,3,112.53,337.59,Customer_447,39,Male,Hyderabad,6.77,Toys,112.53,Bangalore
151,CUST0041,STORE07,PROD0019,Toys,3,109.89,329.67,Customer_41,54,Male,Delhi,9.84,Toys,109.89,Hyderabad
152,CUST0041,STORE07,PROD0058,Toys,3,358.75,1076.25,Customer_41,54,Male,Delhi,9.84,Toys,358.75,Hyderabad
153,CUST0362,STORE05,PROD0061,Clothing,1,350.15,350.15,Customer_362,47,Other,Pune,3.02,Clothing,350.15,Bangalore
154,CUST0362,STORE05,PROD0161,Electronics,1,36.25,36.25,Customer_362,47,Other,Pune,3.02,Electronics,36.25,Bangalore
155,CUST0362,STORE05,PROD0196,Pharmacy,2,235.58,471.16,Customer_362,47,Other,Pune,3.02,Pharmacy,235.58,Bangalore
156,CUST0362,STORE05,PROD0166,Household,3,394.42,1183.26,Customer_362,47,Other,Pune,3.02,Household,394.42,Bangalore
157,CUST0362,STORE05,PROD0105,Toys,1,189.75,189.75,Customer_362,47,Other,Pune,3.02,Toys,189.75,Bangalore
158,CUST0836,STORE09,PROD0139,Pharmacy,1,431.45,431.45,Customer_836,54,Other,Bangalore,3.03,Pharmacy,431.45,Bangalore
159,CUST0836,STORE09,PROD0197,Grocery,1,287.73,287.73,Customer_836,54,Other,Bangalore,3.03,Grocery,287.73,Bangalore
160,CUST0931,STORE02,PROD0083,Clothing,2,424.72,849.44,Customer_931,20,Male,Delhi,6.21,Clothing,424.72,Bangalore
161,CUST0931,STORE02,PROD0111,Electronics,3,215.91,647.73,Customer_931,20,Male,Delhi,6.21,Electronics,215.91,Bangalore
162,CUST0931,STORE02,PROD0061,Clothing,3,350.15,1050.45,Customer_931,20,Male,Delhi,6.21,Clothing,350.15,Bangalore
163,CUST0931,STORE02,PROD0045,Clothing,1,258.58,258.58,Customer_931,20,Male,Delhi,6.21,Clothing,258.58,Bangalore
164,CUST0928,STORE08,PROD0129,Pharmacy,2,427.03,854.06,Customer_928,57,Other,Pune,2.88,Pharmacy,427.03,Pune
165,CUST0928,STORE08,PROD0183,Clothing,3,221.03,663.09,Customer_928,57,Other,Pune,2.88,Clothing,221.03,Pune
166,CUST0928,STORE08,PROD0064,Clothing,3,437.71,1313.13,Customer_928,57,Other,Pune,2.88,Clothing,437.71,Pune
167,CUST0266,STORE05,PROD0092,Clothing,3,225.96,677.88,Customer_266,20,Female,Mumbai,0.1,Clothing,225.96,Bangalore
168,CUST0266,STORE05,PROD0090,Toys,1,471.56,471.56,Customer_266,20,Female,Mumbai,0.1,Toys,471.56,Bangalore
169,CUST0266,STORE05,PROD0161,Electronics,2,36.25,72.5,Customer_266,20,Female,Mumbai,0.1,Electronics,36.25,Bangalore
170,CUST0266,STORE05,PROD0057,Pharmacy,1,114.84,114.84,Customer_266,20,Female,Mumbai,0.1,Pharmacy,114.84,Bangalore
171,CUST0793,STORE07,PROD0063,Electronics,1,235.2,235.2,Customer_793,23,Other,Delhi,4.98,Electronics,235.2,Hyderabad
172,CUST0793,STORE07,PROD0166,Household,1,394.42,394.42,Customer_793,23,Other,Delhi,4.98,Household,394.42,Hyderabad
173,CUST0793,STORE07,PROD0069,Electronics,1,257.73,257.73,Customer_793,23,Other,Delhi,4.98,Electronics,257.73,Hyderabad
174,CUST0793,STORE07,PROD0139,Pharmacy,2,431.45,862.9,Customer_793,23,Other,Delhi,4.98,Pharmacy,431.45,Hyderabad
175,CUST0793,STORE07,PROD0058,Toys,3,358.75,1076.25,Customer_793,23,Other,Delhi,4.98,Toys,358.75,Hyderabad
176,CUST0686,STORE00,PROD0113,Electronics,1,262.93,262.93,Customer_686,67,Male,Delhi,6.8,Electronics,262.93,Bangalore
177,CUST0686,STORE00,PROD0108,Clothing,2,56.32,112.64,Customer_686,67,Male,Delhi,6.8,Clothing,56.32,Bangalore
178,CUST0686,STORE00,PROD0080,Electronics,2,242.23,484.46,Customer_686,67,Male,Delhi,6.8,Electronics,242.23,Bangalore
179,CUST0686,STORE00,PROD0188,Pharmacy,3,354.88,1064.64,Customer_686,67,Male,Delhi,6.8,Pharmacy,354.88,Bangalore
180,CUST0686,STORE00,PROD0182,Pharmacy,2,369.43,738.86,Customer_686,67,Male,Delhi,6.8,Pharmacy,369.43,Bangalore
181,CUST0691,STORE07,PROD0002,Electronics,3,195.48,586.44,Customer_691,54,Male,Bangalore,5.47,Electronics,195.48,Hyderabad
182,CUST0691,STORE07,PROD0019,Toys,1,109.89,109.89,Customer_691,54,Male,Bangalore,5.47,Toys,109.89,Hyderabad
183,CUST0691,STORE07,PROD0037,Toys,1,289.83,289.83,Customer_691,54,Male,Bangalore,5.47,Toys,289.83,Hyderabad
184,CUST0691,STORE07,PROD0152,Clothing,3,320.2,960.6,Customer_691,54,Male,Bangalore,5.47,Clothing,320.2,Hyderabad
185,CUST0594,STORE01,PROD0150,Toys,1,276.92,276.92,Customer_594,21,Other,Pune,0.58,Toys,276.92,Hyderabad
186,CUST0594,STORE01,PROD0171,Household,2,234.68,469.36,Customer_594,21,Other,Pune,0.58,Household,234.68,Hyderabad
187,CUST0594,STORE01,PROD0044,Grocery,3,490.32,1470.96,Customer_594,21,Other,Pune,0.58,Grocery,490.32,Hyderabad
188,CUST0594,STORE01,PROD0134,Pharmacy,3,357.82,1073.46,Customer_594,21,Other,Pune,0.58,Pharmacy,357.82,Hyderabad
189,CUST0161,STORE06,PROD0062,Toys,2,377.56,755.12,Customer_161,49,Male,Hyderabad,8.56,Toys,377.56,Bangalore
190,CUST0161,STORE06,PROD0042,Clothing,2,466.9,933.8,Customer_161,49,Male,Hyderabad,8.56,Clothing,466.9,Bangalore
191,CUST0161,STORE06,PROD0075,Household,2,325.65,651.3,Customer_161,49,Male,Hyderabad,8.56,Household,325.65,Bangalore
192,CUST0161,STORE06,PROD0110,Pharmacy,1,292.6,292.6,Customer_161,49,Male,Hyderabad,8.56,Pharmacy,292.6,Bangalore
193,CUST0161,STORE06,PROD0190,Electronics,2,414.19,828.38,Customer_161,49,Male,Hyderabad,8.56,Electronics,414.19,Bangalore
194,CUST0526,STORE03,PROD0113,Electronics,2,262.93,525.86,Customer_526,65,Other,Hyderabad,0.63,Electronics,262.93,Bangalore
195,CUST0035,STORE04,PROD0087,Electronics,2,259.12,518.24,Customer_35,32,Female,Hyderabad,0.83,Electronics,259.12,Pune
196,CUST0035,STORE04,PROD0087,Electronics,3,259.12,777.36,Customer_35,32,Female,Hyderabad,0.83,Electronics,259.12,Pune
197,CUST0035,STORE04,PROD0108,Clothing,3,56.32,168.96,Customer_35,32,Female,Hyderabad,0.83,Clothing,56.32,Pune
198,CUST0560,STORE01,PROD0007,Grocery,1,268.29,268.29,Customer_560,50,Male,Mumbai,6.44,Grocery,268.29,Hyderabad
199,CUST0560,STORE01,PROD0120,Pharmacy,3,196.38,589.14,Customer_560,50,Male,Mumbai,6.44,Pharmacy,196.38,Hyderabad
